"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score","success","gross_scale","budget_scale","imdb_score_scale"
"The Nut Job ",85,"Peter Lepeniotis",7,"Liam Neeson",14000,"Brendan Fraser",3000,"Sarah Gadon",691,121,64,19547,18795,0,"bank robbery|heist|raccoon|rat|squirrel",0,"Color","Adventure|Animation|Comedy|Family",2014,"English","Canada","PG",1.85,"http://www.imdb.com/title/tt1821658/?ref_=fn_tt_tt_1",64238770,42000000,5.8,"0",0.0984979435399816,0.139999375066213,0.534246575342466
"Megiddo: The Omega Code 2 ",104,"Brian Trenchard-Smith",53,"Michael Biehn",2000,"Udo Kier",595,"Franco Nero",576,18,111,2253,4221,158,"armageddon|battle|end times|reference to satan|sequel",0,"Color","Action|Adventure|Fantasy|Sci-Fi|Thriller",2001,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0263728/?ref_=fn_tt_tt_1",5974653,22000000,4.1,"0",0.00915999202976556,0.0733326599550662,0.301369863013699
"The Game ",129,"David Fincher",21000,"Deborah Kara Unger",495,"Armin Mueller-Stahl",294,"Charles Martinet",283,157,506,261069,1397,25000,"birthday|falling through a glass roof|game|hitchcockian|suicide",1,"Color","Drama|Mystery|Thriller",1997,"English","USA","R",2.35,"http://www.imdb.com/title/tt0119174/?ref_=fn_tt_tt_1",48265581,50000000,7.8,"0",0.0740058194364701,0.166666061110671,0.808219178082192
"Dodgeball: A True Underdog Story ",92,"Rawson Marshall Thurber",43,"Gary Cole",989,"Stephen Root",939,"Joel David Moore",936,191,392,185345,4730,0,"dodgeball|gym|las vegas|pirate|ups",0," Black and White","Comedy|Sport",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1",114324072,20000000,6.7,"0",0.175295096090162,0.0666659884439516,0.657534246575343
"Assassins ",132,"Richard Donner",503,"Muse Watson",45000,"Sylvester Stallone",13000,"Kelly Rowan",282,61,84,62981,58528,0,"assassin|floppy disk|modem|rival|russian",0," Black and White","Action|Crime|Thriller",1995,"English","France","R",1.85,"http://www.imdb.com/title/tt0112401/?ref_=fn_tt_tt_1",30306268,50000000,6.3,"0",0.0464683175131029,0.166666061110671,0.602739726027397
"The Flintstones in Viva Rock Vegas ",90,"Brian Levant",32,"Taylor Negron",1000,"Mark Addy",891,"Danny Woodburn",809,57,85,15517,6299,500,"based on tv series|love|prequel|the flintstones|title appears in song",0,"Color","Comedy|Family|Romance|Sci-Fi",2000,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0158622/?ref_=fn_tt_tt_1",35231365,60000000,3.6,"0",0.0540201023787194,0.199999418666244,0.232876712328767
"Ishtar ",107,"Elaine May",124,"Carol Kane",636,"Warren Beatty",631,"Isabelle Adjani",572,49,126,8692,3374,754,"cia|emir|hotel|map|morocco",2,"Color","Action|Adventure|Comedy|Music|Thriller",1987,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0093278/?ref_=fn_tt_tt_1",14375181,51000000,4.2,"0",0.0220407495485693,0.169999396866228,0.315068493150685
"Immortals ",110,"Tarsem Singh",763,"Henry Cavill",15000,"Daniel Sharman",1000,"Steve Byers",222,284,405,138190,16691,30000,"burned alive|castration|olympus|torture|torture device",1,"Color","Action|Drama|Fantasy|Romance",2011,"English","USA","R",1.85,"http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1",83503161,75000000,6.1,"0",0.128036556972188,0.249999454999604,0.575342465753425
"Just Looking ",97,"Jason Alexander",700,"Gretchen Mol",599,"Patti LuPone",325,"Peter Onorati",56,20,25,1238,1030,117,"1955 chevrolet|nurse|peeping tom|reference to brooklyn dodgers|spying",1,"Color","Comedy|Drama",1999,"English","USA","R",1.85,"http://www.imdb.com/title/tt0162236/?ref_=fn_tt_tt_1",39852,3000000,6.7,"0",0.0000600006240641382,0.00999928059947723,0.657534246575343
"Love & Basketball ",124,"Gina Prince-Bythewood",107,"Alfre Woodard",1000,"Sanaa Lathan",886,"Omar Epps",865,68,116,14322,5135,0,"basketball movie|female basketball player|high school|nba|title directed by female",0,"Color","Drama|Romance|Sport",2000,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1",27441122,15000000,7.2,"0",0.0420751114096329,0.049999309666165,0.726027397260274
"Scary Movie 4 ",89,"David Zucker",119,"Beau Mirchoff",2000,"Carmen Electra",869,"Regina Hall",807,151,410,93748,5855,1000,"female nudity|male nudity|parody|reference to myspace|sequel",8,"Color","Comedy",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0362120/?ref_=fn_tt_tt_1",90703745,45000000,5.1,"0",0.139077407797014,0.149999382332884,0.438356164383562
"Contact ",150,"Robert Zemeckis",0,"Matthew McConaughey",11000,"Tom Skerritt",1000,"Larry King",135,159,611,200556,12289,15000,"message from outer space|religion|religion versus science|scientist|universe",2,"Color","Drama|Mystery|Sci-Fi|Thriller",1997,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0118884/?ref_=fn_tt_tt_1",100853835,90000000,7.4,"0",0.1546408162023,0.299999491332964,0.753424657534247
"You Kill Me ",93,"John Dahl",131,"Philip Baker Hall",497,"Aaron Hughes",113,"Jayne Eastwood",90,121,76,16224,776,830,"alcoholic|buffalo new york|claim in title|embalming|mortuary",1,"Color","Comedy|Crime|Romance|Thriller",2007,"English","USA","R",2.55,"http://www.imdb.com/title/tt0796375/?ref_=fn_tt_tt_1",2426851,4000000,6.5,"0",0.00372005095859396,0.0133326163550346,0.63013698630137
"Hancock ",102,"Peter Berg",532,"Will Smith",10000,"Charlize Theron",9000,"Eddie Marsan",979,318,590,343648,21584,0,"bully comeuppance|destruction|prison|superhero|tough girl",0,"Color","Action|Drama",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0448157/?ref_=fn_tt_tt_1",227946274,150000000,6.4,"0",0.34951510139394,0.499999636666403,0.616438356164384
"We're No Angels ",106,"Neil Jordan",277,"Robert De Niro",22000,"Demi Moore",2000,"James Russo",383,20,42,17349,24887,855,"con|convict|escape|police|priest",0,"Color","Comedy|Crime",1989,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0098625/?ref_=fn_tt_tt_1",10555348,20000000,6,"0",0.0161836959639226,0.0666659884439516,0.561643835616438
"The English Patient ",162,"Anthony Minghella",333,"Colin Firth",14000,"Kristin Scott Thomas",1000,"Jürgen Prochnow",362,116,457,142067,15912,0,"church|english|flashback|nurse|patient",0,"Color","Drama|Romance|War",1996,"English","USA","R",1.85,"http://www.imdb.com/title/tt0116209/?ref_=fn_tt_tt_1",78651430,27000000,7.4,"1",0.120597266185054,0.0899993387328528,0.753424657534247
"Time Bandits ",103,"Terry Gilliam",0,"Shelley Duvall",629,"Michael Palin",561,"Kenny Baker",504,139,177,45890,2730,0,"cult director|dwarf|robin hood|satire|treasure",0,"Color","Adventure|Comedy|Fantasy|Sci-Fi",1981,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0081633/?ref_=fn_tt_tt_1",42365600,5000000,7,"1",0.0649592184815599,0.0166659521105919,0.698630136986301
"Thor ",115,"Kenneth Branagh",0,"Chris Hemsworth",26000,"Natalie Portman",20000,"Anthony Hopkins",12000,516,738,536314,60059,63000,"battle|marvel cinematic universe|scientist|thor|throne",1,"Color","Action|Adventure|Fantasy",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1",181015141,150000000,7,"0",0.277554321755359,0.499999636666403,0.698630136986301
"Fantastic 4: Rise of the Silver Surfer ",92,"Tim Story",167,"Chris Evans",11000,"Ioan Gruffudd",2000,"Andre Braugher",702,262,436,213275,15302,0,"fantastic four|space|strong female character|strong female lead|superheroine",3,"Color","Action|Adventure|Sci-Fi|Thriller",2007,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1",131920333,130000000,5.6,"0",0.202275920531028,0.433332921555256,0.506849315068493
"Police Academy: Mission to Moscow ",83,"Alan Metter",3,"Christopher Lee",16000,"Michael Winslow",542,"G.W. Bailey",421,17,103,24958,17469,321,"captain|commandant|mafia|russian mafia|security system",0,"Color","Comedy|Crime",1994,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0110857/?ref_=fn_tt_tt_1",126247,6200000,3.3,"0",0.000192472421769842,0.0206659550172606,0.191780821917808
"Cube ",90,"Vincenzo Natali",165,"David Hewlett",686,"Julian Richings",648,"Nicole de Boer",319,99,696,160511,1743,11000,"escape|labyrinth|maze|red light|trap",0,"Color","Mystery|Sci-Fi|Thriller",1997,"English","Canada","R",1.85,"http://www.imdb.com/title/tt0123755/?ref_=fn_tt_tt_1",489220,365000,7.3,"0",0.000749028771427,0.0012159408835837,0.73972602739726
"This Christmas ",117,"Preston A. Whitmore II",17,"Mekhi Phifer",1000,"Chris Brown",997,"Loretta Devine",912,37,32,6528,6554,0,"christmas|family home|musician|piano|secret",9,"Color","Comedy|Drama|Romance",2007,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1",49121934,13000000,6.1,"0",0.0753188887272933,0.0433326381550504,0.575342465753425
"Brooklyn Rules ",99,"Michael Corrente",30,"Jerry Ferrara",480,"Tony Devon",257,"Alexa Havins",209,41,48,5049,1234,226,"1980s|friend|friendship|loyalty|mafia",3,"Color","Crime|Drama",2007,"English","USA","R",2.35,"http://www.imdb.com/title/tt0283503/?ref_=fn_tt_tt_1",398420,8000000,6.4,"0",0.000609802667697879,0.0266659593772638,0.616438356164384
"Date Night ",101,"Shawn Levy",189,"Mila Kunis",15000,"James Franco",11000,"Steve Carell",7000,247,207,127571,39822,0,"city|new york city|night|reservation|restaurant",2,"Color","Comedy|Crime|Romance|Thriller",2010,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1279935/?ref_=fn_tt_tt_1",98711404,55000000,6.3,"0",0.151355768618176,0.183332739888458,0.602739726027397
"The Santa Clause 2 ",104,"Michael Lembeck",54,"Judge Reinhold",901,"Aisha Tyler",857,"Eric Lloyd",775,80,116,34561,5265,1000,"christmas|magic|santa claus|son|toy",0,"Color","Comedy|Family|Fantasy",2002,"English","USA","G",1.85,"http://www.imdb.com/title/tt0304669/?ref_=fn_tt_tt_1",139225854,60000000,5.5,"0",0.213477674105271,0.199999418666244,0.493150684931507
"Black or White ",121,"Mike Binder",57,"Jennifer Ehle",1000,"Gillian Jacobs",837,"Jillian Estell",664,91,57,8058,3745,0,"color in title",2,"Color","Drama",2014,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt2883434/?ref_=fn_tt_tt_1",21569041,9000000,6.6,"0",0.0330712902817496,0.0299992951328211,0.643835616438356
"Final Destination 5 ",92,"Steven Quale",77,"Emma Bell",703,"Jacqueline MacInnes Wood",682,"Courtney B. Vance",495,277,227,83788,3074,20000,"blood splatter|death|eyeball run over by car|latex gloves|suspension bridge",0,"Color","Horror",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1",42575718,40000000,5.9,"0",0.0652813981122136,0.133332703555098,0.547945205479452
"I Know What You Did Last Summer ",99,"Jim Gillespie",13,"Muse Watson",45000,"Sarah Michelle Gellar",4000,"Anne Heche",681,140,419,105585,50284,0,"beach|corpse|fourth of july|overalls|revenge",1,"Color","Horror|Mystery|Thriller",1997,"English","USA","R",2.35,"http://www.imdb.com/title/tt0119345/?ref_=fn_tt_tt_1",72219395,17000000,5.6,"0",0.110734852395413,0.0566659811772796,0.506849315068493
"Escape from New York ",106,"John Carpenter",0,"Donald Pleasence",742,"Adrienne Barbeau",602,"Tom Atkins",381,201,284,91017,2270,0,"1990s|police|prison|rescue|year 1997",1,"Color","Action|Sci-Fi",1981,"English","UK","R",2.35,"http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1",25244700,6000000,7.2,"1",0.0387072779602394,0.0199992878661492,0.726027397260274
"Hotel Transylvania ",91,"Genndy Tartakovsky",266,"Steve Buscemi",12000,"Adam Sandler",11000,"Jon Lovitz",11000,256,168,164148,37142,28000,"dracula|hotel|invisible man|monster|transylvania",2,"Color","Animation|Comedy|Family|Fantasy",2012,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0837562/?ref_=fn_tt_tt_1",148313048,85000000,7.1,"0",0.227411315233582,0.283332812555177,0.712328767123288
"Beverly Hills Cop III ",104,"John Landis",644,"Louis Lombardi",437,"Jon Tenney",289,"Gilbert R. Hill",174,36,114,60293,1093,669,"california|counterfeit|counterfeit money|money|theme park",1,"Color","Action|Comedy|Crime|Thriller",1994,"English","USA","R",1.85,"http://www.imdb.com/title/tt0109254/?ref_=fn_tt_tt_1",42610000,55000000,5.5,"0",0.065333963633007,0.183332739888458,0.493150684931507
"Blade: Trinity ",122,"David S. Goyer",687,"Ryan Reynolds",16000,"Natasha Lyonne",1000,"John Michael Higgins",957,185,514,132954,19764,0,"blade|blood|dracula|vampire hunter|vampire slayer",0,"Color","Action|Adventure|Fantasy|Horror|Sci-Fi|Thriller",2004,"English","USA","R",2.35,"http://www.imdb.com/title/tt0359013/?ref_=fn_tt_tt_1",52397389,65000000,5.9,"0",0.0803412327536156,0.216666097444031,0.547945205479452
"The Boy ",97,"William Brent Bell",19,"Lauren Cohan",4000,"Rupert Evans",334,"Stephanie Lemelin",130,159,155,35654,4687,20000,"animate doll|doll|england|nanny|surprise ending",0,"Color","Horror|Mystery|Thriller",2016,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt3882082/?ref_=fn_tt_tt_1",35794166,10000000,6,"0",0.0548830604228257,0.0333326308883784,0.561643835616438
"Elektra ",100,"Rob Bowman",38,"Jennifer Garner",3000,"Cary-Hiroyuki Tagawa",1000,"Goran Visnjic",1000,196,380,71202,7048,0,"assassin|battle|heroine|martial arts|spin off",0,"Color","Action|Crime|Fantasy|Thriller",2005,"English","Canada","PG-13",2.35,"http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1",24407944,43000000,4.8,"0",0.0374242572812531,0.14333271082177,0.397260273972603
"Boys Don't Cry ",118,"Kimberly Peirce",108,"Alicia Goranson",173,"Brendan Sexton III",148,"Jeannetta Arnette",103,123,434,77551,563,0,"drinking|female dressed as male|love|nebraska|transgender",0,"Color","Biography|Crime|Drama|Romance",1999,"English","USA","R",1.85,"http://www.imdb.com/title/tt0171804/?ref_=fn_tt_tt_1",11533945,2000000,7.6,"1",0.0176842052968632,0.00666594484391992,0.780821917808219
"Baggage Claim ",96,"David E. Talbert",68,"Djimon Hounsou",3000,"Christina Milian",1000,"Boris Kodjoe",1000,52,41,7098,8097,0,"woman wearing only a man's shirt",9,"Color","Comedy",2013,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1171222/?ref_=fn_tt_tt_1",21564616,8500000,5,"0",0.0330645053091835,0.0283326272550425,0.424657534246575
"Oliver Twist ",130,"Roman Polanski",2000,"Ian McNeice",268,"Barney Clark",85,"Tony Noble",25,127,138,25474,450,0,"boy|character name in title|orphan|pickpocket|workhouse",0,"Color","Crime|Drama",2005,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0380599/?ref_=fn_tt_tt_1",1987287,50000000,6.9,"0",0.00304605555044872,0.166666061110671,0.684931506849315
"Before Sunrise ",105,"Richard Linklater",0,"Hanno Pöschl",15,"Hans Weingartner",12,"Dominik Castell",4,121,395,183288,36,22000,"american|conversations|kiss|love|train",1,"Color","Drama|Romance",1995,"English","USA","R",1.85,"http://www.imdb.com/title/tt0112471/?ref_=fn_tt_tt_1",5400000,2500000,8.1,"1",0.00827886099247205,0.00833261272169857,0.849315068493151
"Basic ",98,"John McTiernan",323,"Connie Nielsen",933,"Harry Connick Jr.",631,"Tim Daly",511,131,286,49926,3357,0,"2000s|army|military crime|necklace yanked off|panama",0,"Color","Action|Crime|Drama|Mystery|Thriller",2003,"English","Germany","R",2.35,"http://www.imdb.com/title/tt0264395/?ref_=fn_tt_tt_1",26536120,50000000,6.5,"0",0.0406874472870881,0.166666061110671,0.63013698630137
"The Last Godfather ",100,"Hyung-rae Shim",26,"Jason Mewes",898,"Stephanie Danielson",391,"Michael Rispoli",385,4,17,912,2895,502,"mafia|mafia boss|mafiosi|mafioso|three word title",5,"Color","Comedy",2010,"English","South Korea","PG-13",1.78,"http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1",163591,13400000,3.6,"0",0.000249732990246267,0.0446659724572733,0.232876712328767
"Yogi Bear ",80,"Eric Brevig",40,"Justin Timberlake",3000,"Tom Cavanagh",642,"Josh Robert Thompson",375,143,100,16385,4394,0,"bear|mayor|park|sabotage|yogi bear",0,"Color","Adventure|Animation|Comedy|Family",2010,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1302067/?ref_=fn_tt_tt_1",100169068,80000000,4.6,"0",0.153590844381019,0.266666133777391,0.36986301369863
"Wah-Wah ",97,"Richard E. Grant",554,"Emily Watson",876,"Julie Walters",838,"Miranda Richardson",530,49,50,2670,2544,311,"alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife",3,"Color","Drama",2005,"English","UK","R",2.35,"http://www.imdb.com/title/tt0419256/?ref_=fn_tt_tt_1",233103,7000000,6.9,"0",0.000356317625955728,0.0233326236217065,0.684931506849315
"Sex, Lies, and Videotape ",100,"Steven Soderbergh",0,"Peter Gallagher",828,"Laura San Giacomo",531,"Steven Brill",65,58,95,37785,1431,2000,"affair|interview|marriage|sex|videotape",2,"Color","Drama",1989,"English","USA","R",1.85,"http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1",24741700,1200000,7.2,"1",0.0379360144120484,0.00399927623947406,0.726027397260274
"Eastern Promises ",96,"David Cronenberg",0,"Viggo Mortensen",10000,"Naomi Watts",6000,"Raza Jaffrey",509,356,398,189249,17211,0,"male pubic hair|pubic hair|russian|sex scene|turkish bath",1,"Color","Crime|Mystery|Thriller",2007,"English","USA","R",1.85,"http://www.imdb.com/title/tt0765443/?ref_=fn_tt_tt_1",17114882,25000000,7.7,"0",0.0262416074297673,0.0833326672217382,0.794520547945206
"Grease ",110,"Randal Kleiser",116,"Olivia Newton-John",1000,"Stockard Channing",944,"Sid Caesar",898,124,350,170027,5127,13000,"automobile racing|boyfriend girlfriend relationship|high school|wrestling|year 1959",2,"Color","Musical|Romance",1978,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0077631/?ref_=fn_tt_tt_1",181360000,6000000,7.2,"1",0.278083103417319,0.0199992878661492,0.726027397260274
"Bolt ",96,"Byron Howard",59,"Chloë Grace Moretz",17000,"Diedrich Bader",759,"James Lipton",699,225,178,146766,20007,0,"cat|dog|hamster|new york city|superpower",0,"Color","Adventure|Animation|Comedy|Drama|Family",2008,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1",114053579,150000000,6.9,"0",0.174880341833818,0.499999636666403,0.684931506849315
"The Omega Code ",100,"Robert Marcarelli",0,"George Coe",488,"William Hootkins",488,"Ayla Kell",440,39,206,4682,2428,129,"code|evil|false accusation|megalomaniac|torah",0,"Color","Action|Adventure|Fantasy|Sci-Fi|Thriller",1999,"English","USA","PG-13",1.37,"http://www.imdb.com/title/tt0203408/?ref_=fn_tt_tt_1",12610552,7500000,3.5,"0",0.0193349960221661,0.0249992914994852,0.219178082191781
"Night at the Museum: Secret of the Tomb ",98,"Shawn Levy",189,"Robin Williams",49000,"Rami Malek",3000,"Steve Coogan",1000,154,126,67223,53587,11000,"museum|museum of natural history manhattan new york city|night watchman|star died before release|tablet",7,"Color","Adventure|Comedy|Family|Fantasy",2014,"English","USA","PG",1.85,"http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1",113733726,127000000,6.2,"0",0.174389902550161,0.423332914288584,0.589041095890411
"Diary of a Mad Black Woman ",116,"Darren Grant",0,"Cicely Tyson",907,"Kimberly Elise",637,"Tamara Taylor",476,62,202,10472,2723,0,"comic relief|diary|kiss|madea series|state flag",0,"Color","Comedy|Drama|Romance",2005,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0422093/?ref_=fn_tt_tt_1",50382128,5500000,5.6,"0",0.0772511783810687,0.0183326199883705,0.506849315068493
"Twin Falls Idaho ",111,"Michael Polish",35,"Sasha Alexander",980,"William Katt",505,"Jon Gries",482,54,87,3479,3166,180,"conjoined twins|independent film|low budget film|separation|twin",0,"Color","Drama",1999,"English","USA","R",1.85,"http://www.imdb.com/title/tt0162830/?ref_=fn_tt_tt_1",985341,500000,7.3,"0",0.00150974456226615,0.00166594121058394,0.73972602739726
"The Grandmaster ",122,"Kar-Wai Wong",0,"Tony Chiu Wai Leung",643,"Hye-kyo Song",290,"Elvis Tsui",7,273,111,24557,943,13000,"challenge|china|hong kong|martial arts|martial arts master",1,"Color","Action|Biography|Drama",2013,"Mandarin","Hong Kong","PG-13",2.35,"http://www.imdb.com/title/tt1462900/?ref_=fn_tt_tt_1",6594136,38600000,6.5,"0",0.0101098621224575,0.128666033497318,0.63013698630137
"Lockout ",95,"James Mather",4,"Joseph Gilgun",788,"Vincent Regan",447,"Jacky Ido",80,289,236,82082,1414,10000,"bodyguard|maximum security prison|outer space|president|prison",2,"Color","Action|Adventure|Sci-Fi|Thriller",2012,"English","France","PG-13",2.35,"http://www.imdb.com/title/tt1592525/?ref_=fn_tt_tt_1",14291570,20000000,6.1,"0",0.0219125465336035,0.0666659884439516,0.575342465753425
"Spy Game ",114,"Tony Scott",12000,"Brad Pitt",11000,"Stephen Dillane",577,"Catherine McCormack",307,142,361,121259,12499,0,"china|cia|cold war|friendship|retirement",2,"Color","Action|Crime|Thriller",2001,"English","Germany","R",2.35,"http://www.imdb.com/title/tt0266987/?ref_=fn_tt_tt_1",26871,92000000,7,"0",0.0000400965045431344,0.306666162844078,0.698630136986301
"Get Carter ",102,"Stephen Kay",19,"Sylvester Stallone",13000,"Miranda Richardson",530,"Lauren Lee Smith",351,102,284,27305,14463,604,"affair|car crash|enforcer|funeral|murder",1,"Color","Action|Crime|Drama|Thriller",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0208988/?ref_=fn_tt_tt_1",14967182,40000000,5.1,"0",0.0229484807449762,0.133332703555098,0.438356164383562
"Maggie ",95,"Henry Hobson",9,"Joely Richardson",584,"J.D. Evermore",430,"David A Cole",428,256,200,30219,1885,22000,"father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse",2,"Color","Drama|Horror",2015,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1",131175,8500000,5.6,"0",0.000200028657884119,0.0283326272550425,0.506849315068493
"The Silence of the Lambs ",138,"Jonathan Demme",438,"Anthony Hopkins",12000,"Scott Glenn",826,"Anthony Heald",173,185,916,887467,13184,40000,"case file|fbi agent|psycho thriller|psychopath|serial killer",0,"Color","Crime|Drama|Horror|Thriller",1991,"English","USA","R",1.85,"http://www.imdb.com/title/tt0102926/?ref_=fn_tt_tt_1",130727000,19000000,8.6,"1",0.200446150662731,0.0633326526883943,0.917808219178082
"Welcome Home, Roscoe Jenkins ",114,"Malcolm D. Lee",92,"Mo'Nique",940,"Mike Epps",706,"Cedric the Entertainer",436,76,39,10791,3565,464,"african american protagonist|comma in title|four word title|name in title|talk show host",3,"Color","Comedy|Drama|Romance",2008,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0494652/?ref_=fn_tt_tt_1",42168445,35000000,5.3,"0",0.0646569153705388,0.116666024777311,0.465753424657534
"The 13th Warrior ",102,"John McTiernan",323,"Tony Curran",845,"Vladimir Kulich",372,"Clive Russell",241,85,546,101411,1815,0,"arab|battle|combat|viking|warrior",1,"Color","Action|Adventure|History",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1",32694788,85000000,6.6,"0",0.0501307000382028,0.283332812555177,0.643835616438356
"Up in the Air ",108,"Jason Reitman",655,"J.K. Simmons",24000,"Anna Kendrick",10000,"Chris Lowell",940,391,452,270238,35209,19000,"airport|business trip|downsizing|on the road|travel",0,"Color","Drama|Romance",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1193138/?ref_=fn_tt_tt_1",83813460,25000000,7.4,"1",0.128512346848411,0.0833326672217382,0.753424657534247
"Tarnation ",88,"Jonathan Caouette",20,"Greg Ayres",58,"Jonathan Caouette",20,"Renee Leblanc",0,72,114,5709,78,754,"answering machine|home movie|lithium|schizophrenic|video diary",3,"Color","Biography|Documentary",2003,"English","USA","Unrated",1.37,"http://www.imdb.com/title/tt0390538/?ref_=fn_tt_tt_1",592014,218,7.2,"1",0.00090664560079628,0,0.726027397260274
"Glory ",122,"Edward Zwick",380,"Denzel Washington",18000,"Morgan Freeman",11000,"Matthew Broderick",2000,60,365,101889,32930,0,"army|black soldier|military uniform|prejudice|u.s. civil war",3,"Color","Drama|History|War",1989,"English","USA","R",1.85,"http://www.imdb.com/title/tt0097441/?ref_=fn_tt_tt_1",26830000,18000000,7.9,"0",0.0411380614651048,0.059999316932837,0.821917808219178
"Bright Star ",119,"Jane Campion",319,"Abbie Cornish",2000,"Paul Schneider",552,"Samuel Roukin",179,222,110,21360,3279,0,"19th century|friend|john keats|passion|poet",0,"Color","Biography|Drama|Romance",2009,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0810784/?ref_=fn_tt_tt_1",4440055,8500000,7,"0",0.00680695127722699,0.0283326272550425,0.698630136986301
"Whip It ",111,"Drew Barrymore",0,"Daniel Stern",796,"Jimmy Fallon",787,"Alia Shawkat",727,230,118,55665,2633,10000,"beauty pageant|friend|pageant|roller derby|texas",1,"Color","Drama|Sport",2009,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1172233/?ref_=fn_tt_tt_1",13034417,15000000,6.9,"0",0.0199849197276412,0.049999309666165,0.684931506849315
"Broken City ",109,"Allen Hughes",90,"Alona Tal",1000,"James Ransone",412,"Michael Beach",344,298,134,63548,2073,0,"election|father son relationship|fellatio|gay slur|title spoken by character",3,"Color","Crime|Drama|Thriller",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt1235522/?ref_=fn_tt_tt_1",19692608,35000000,6.2,"0",0.0301941046485035,0.116666024777311,0.589041095890411
"Kill the Messenger ",112,"Michael Cuesta",52,"Jeremy Renner",10000,"Paz Vega",963,"Robert Pralgo",688,163,99,32382,12897,13000,"based on true story|cia|cocaine|journalist|smear campaign",1,"Color","Biography|Crime|Drama|Mystery|Thriller",2014,"English","USA","R",2.35,"http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1",2445646,5000000,7,"0",0.0037488698420696,0.0166659521105919,0.698630136986301
"J. Edgar ",137,"Clint Eastwood",16000,"Leonardo DiCaprio",29000,"Naomi Watts",6000,"Kaitlyn Dever",363,392,279,102728,36258,16000,"agent|fbi|federal bureau of investigation|gay relationship|secret",0,"Color","Biography|Crime|Drama",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1616195/?ref_=fn_tt_tt_1",37304950,35000000,6.6,"0",0.0571995865230052,0.116666024777311,0.643835616438356
"Mortal Kombat: Annihilation ",95,"John R. Leonetti",40,"Brian Thompson",663,"Talisa Soto",349,"Robin Shou",342,59,256,36363,2266,1000,"alternate reality|battle|martial arts|mortal kombat|warrior",0,"Color","Action|Adventure|Fantasy|Sci-Fi|Thriller",1997,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0119707/?ref_=fn_tt_tt_1",35927406,30000000,3.7,"0",0.055087360930104,0.0999993459995247,0.246575342465754
